Id,LotFrontage,LotArea,Street,Alley,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageArea,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
730,52,6240,Pave,Grvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,780,GasA,848,0,360,1208,1,2,1,TA,5,Typ,0,Detchd,539,TA,Y,0,NA,NA,NA,0,1,2009,WD,Normal,103000
731,39,5389,Pave,NA,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,Gable,CompShg,CemntBd,0,Gd,TA,PConc,Gd,TA,1595,GasA,1616,0,0,1616,2,2,1,Gd,5,Typ,1,Attchd,608,TA,Y,0,NA,NA,NA,0,3,2010,WD,Normal,236500
732,73,9590,Pave,NA,AllPub,Corner,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,Gable,CompShg,VinylSd,442,Gd,TA,PConc,Ex,TA,868,GasA,1146,0,0,1146,2,3,1,Gd,6,Typ,1,Attchd,438,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,187500
733,75,11404,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,202,Gd,TA,PConc,Gd,TA,1153,GasA,1153,878,0,2031,2,3,1,Gd,8,Typ,1,Attchd,541,TA,Y,0,NA,NA,NA,0,7,2008,WD,Normal,222500
734,80,10000,Pave,NA,AllPub,Corner,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,Hip,CompShg,HdBoard,0,TA,TA,CBlock,TA,TA,864,GasA,1144,0,0,1144,1,3,1,TA,6,Typ,1,Attchd,264,TA,Y,0,NA,GdWo,Shed,400,3,2009,WD,Normal,131400
735,NA,8978,Pave,NA,AllPub,Corner,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,Gable,CompShg,Plywood,0,TA,TA,PConc,TA,TA,948,GasA,948,0,0,948,1,3,1,TA,6,Typ,0,Attchd,300,TA,Y,0,NA,NA,NA,0,5,2007,WD,Family,108000
736,60,10800,Pave,NA,AllPub,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,Gd,TA,880,GasW,880,888,0,1768,1,2,1,TA,6,Typ,2,Detchd,320,TA,N,0,NA,NA,NA,0,10,2006,WD,Normal,163000
737,60,8544,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,Gable,CompShg,Stucco,0,TA,TA,CBlock,NA,NA,0,GasA,1040,0,0,1040,2,2,2,TA,6,Typ,0,Detchd,400,TA,Y,0,NA,NA,NA,0,7,2006,WD,Normal,93500
738,72,10463,Pave,NA,AllPub,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,893,GasA,901,900,0,1801,2,3,1,Gd,8,Typ,1,Attchd,800,TA,Y,0,NA,NA,NA,0,6,2006,WD,Normal,239900
739,60,10800,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,Gable,CompShg,Plywood,0,TA,TA,CBlock,Gd,Gd,1200,GasA,1200,0,0,1200,3,3,1,TA,5,Typ,0,NA,0,NA,Y,0,NA,NA,NA,0,3,2009,WD,Alloca,179000
740,65,9313,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,864,GasA,864,864,0,1728,2,3,1,Gd,7,Typ,0,Attchd,572,TA,Y,0,NA,NA,NA,0,4,2009,WD,Normal,190000
741,60,9600,Pave,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,Gable,CompShg,Wd Sdng,0,TA,Gd,BrkTil,Fa,Fa,264,GasA,768,664,0,1432,2,2,1,TA,7,Typ,0,Detchd,360,Gd,Y,0,NA,GdPrv,NA,0,5,2007,WD,Abnorml,132000
742,65,6768,Pave,NA,AllPub,Inside,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,Hip,CompShg,HdBoard,0,TA,Gd,CBlock,TA,TA,912,GasA,912,0,0,912,1,3,1,Gd,5,Typ,0,Detchd,288,TA,Y,0,NA,GdPrv,NA,0,5,2008,WD,Normal,142000
743,65,8450,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,Gable,CompShg,VinylSd,108,TA,TA,PConc,Gd,TA,1349,GasA,1349,0,0,1349,2,3,1,TA,6,Typ,0,Attchd,539,TA,Y,0,NA,GdPrv,NA,0,12,2007,WD,Normal,179000
744,70,12886,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,Gable,CompShg,HdBoard,0,TA,TA,CBlock,Gd,TA,520,GasA,1464,0,0,1464,2,3,1,TA,6,Min2,1,Attchd,480,TA,Y,0,NA,NA,NA,0,10,2009,WD,Normal,175000
745,41,5395,Pave,NA,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,Gable,CompShg,HdBoard,0,Gd,TA,PConc,Gd,TA,1337,GasA,1337,0,0,1337,2,2,1,Gd,5,Typ,1,Attchd,462,TA,Y,0,NA,NA,NA,0,10,2008,WD,Normal,180000
746,NA,8963,Pave,NA,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,Hip,CompShg,VinylSd,289,Ex,Gd,CBlock,TA,Gd,1142,GasA,1175,1540,0,2715,3,4,1,Gd,11,Typ,2,BuiltIn,831,TA,Y,0,NA,NA,NA,0,7,2008,WD,Normal,299800
747,NA,8795,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,952,GasA,980,1276,0,2256,2,4,1,Gd,8,Typ,1,BuiltIn,554,TA,Y,0,NA,NA,NA,0,4,2009,WD,Normal,236000
748,65,11700,Pave,Pave,AllPub,Corner,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,Mansard,CompShg,Stucco,0,Gd,TA,Stone,TA,Fa,1240,GasW,1320,1320,0,2640,1,4,1,Gd,8,Typ,1,Detchd,864,TA,N,0,NA,NA,NA,0,5,2009,WD,Normal,265979
749,59,10593,Pave,NA,AllPub,Inside,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,Hip,CompShg,VinylSd,338,Gd,TA,PConc,Gd,TA,1720,GasA,1720,0,0,1720,2,3,1,Gd,7,Typ,1,Attchd,527,TA,Y,0,NA,NA,NA,0,3,2010,WD,Normal,260400
750,50,8405,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,Gable,CompShg,WdShing,0,TA,TA,Slab,NA,NA,0,Wall,1088,441,0,1529,2,4,1,TA,9,Mod,0,Detchd,240,TA,N,0,NA,NA,NA,0,4,2009,WD,Normal,98000
751,55,8800,Pave,Grvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,TA,Fa,576,GasA,792,348,0,1140,1,3,1,TA,7,Min2,0,NA,0,NA,N,0,NA,NA,NA,0,6,2010,WD,Normal,96500
752,NA,7750,Pave,NA,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,660,GasA,660,660,0,1320,2,3,1,Gd,6,Typ,0,Attchd,400,TA,Y,0,NA,NA,NA,0,8,2007,WD,Normal,162000
753,79,9236,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,Gable,CompShg,VinylSd,0,TA,Gd,PConc,Gd,TA,1479,GasA,1494,0,0,1494,2,3,1,Gd,6,Typ,0,Attchd,576,TA,Y,0,NA,NA,NA,0,7,2006,WD,Normal,217000
754,80,10240,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,178,Gd,TA,PConc,Gd,TA,1030,GasA,1038,1060,0,2098,2,3,1,Ex,8,Typ,1,Attchd,878,TA,Y,0,NA,NA,NA,0,3,2006,WD,Normal,275500
755,61,7930,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,Gable,CompShg,Plywood,0,TA,TA,CBlock,TA,TA,1026,GasA,1026,0,0,1026,1,3,1,Gd,5,Typ,0,Detchd,440,TA,Y,0,NA,NA,NA,0,7,2009,WD,Normal,156000
756,34,3230,Pave,Pave,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,Gable,CompShg,MetalSd,894,TA,TA,PConc,Gd,TA,729,GasA,742,729,0,1471,2,3,1,TA,6,Typ,0,Detchd,440,TA,Y,0,NA,NA,NA,0,3,2009,WD,Normal,172500
757,68,10769,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,866,GasA,866,902,0,1768,2,3,1,Gd,7,Typ,0,Attchd,578,TA,Y,0,NA,NA,NA,0,4,2009,WD,Normal,212000
758,NA,11616,Pave,NA,AllPub,CulDSac,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,Hip,CompShg,HdBoard,328,TA,TA,CBlock,TA,TA,672,GasA,672,714,0,1386,2,3,1,TA,6,Typ,1,Attchd,440,TA,Y,0,NA,GdPrv,NA,0,4,2010,WD,Abnorml,158900
759,24,2280,Pave,Pave,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,Gable,CompShg,MetalSd,360,TA,TA,PConc,Gd,TA,744,GasA,757,744,0,1501,2,3,1,TA,6,Typ,0,Detchd,440,TA,Y,0,NA,NA,NA,0,8,2008,WD,Normal,179400
760,65,12257,Pave,NA,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,Gable,CompShg,VinylSd,513,Gd,TA,PConc,Gd,TA,1318,GasA,1328,1203,0,2531,2,4,1,Gd,9,Typ,1,Attchd,752,TA,Y,0,NA,NA,NA,0,11,2007,WD,Normal,290000
761,70,9100,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,Hip,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,864,GasA,864,0,0,864,1,2,1,TA,5,Typ,0,Detchd,300,Ex,Y,0,NA,NA,Shed,450,10,2009,WD,Normal,127500
762,60,6911,Pave,NA,AllPub,FR2,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,Gable,CompShg,Wd Sdng,0,TA,TA,PConc,TA,TA,1145,GasA,1301,0,0,1301,1,2,1,Fa,5,Min1,0,Detchd,440,TA,Y,0,NA,NA,NA,0,10,2009,WD,Normal,100000
763,72,8640,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,756,GasA,764,783,0,1547,2,3,1,Gd,7,Typ,0,Attchd,614,TA,Y,0,NA,NA,NA,0,6,2010,Con,Normal,215200
764,82,9430,Pave,NA,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,Gable,CompShg,VinylSd,673,Gd,TA,PConc,Gd,TA,1252,GasA,1268,1097,0,2365,2,3,1,Gd,8,Typ,1,Attchd,856,TA,Y,0,NA,NA,NA,0,7,2009,WD,Normal,337000
765,30,9549,Pave,NA,AllPub,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,Hip,CompShg,BrkFace,0,Gd,Gd,PConc,Gd,Gd,1494,GasA,1494,0,0,1494,1,2,1,Ex,6,Typ,1,Attchd,481,TA,Y,0,NA,NA,NA,0,4,2006,WD,Normal,270000
766,75,14587,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,Gable,CompShg,VinylSd,284,Gd,TA,PConc,Gd,TA,1498,GasA,1506,0,0,1506,2,2,1,Ex,6,Typ,1,Attchd,592,TA,Y,0,NA,NA,NA,0,8,2008,New,Partial,264132
767,80,10421,Pave,NA,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,Gable,CompShg,HdBoard,42,TA,TA,CBlock,Gd,TA,980,GasA,980,734,0,1714,2,3,1,TA,7,Typ,1,Attchd,496,TA,Y,0,NA,MnPrv,Shed,500,3,2010,WD,Normal,196500
768,75,12508,Pave,NA,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,Gable,CompShg,VinylSd,0,TA,TA,CBlock,Gd,TA,983,GasA,983,767,0,1750,2,4,1,TA,7,Mod,0,Attchd,423,TA,Y,0,NA,NA,Shed,1300,7,2008,WD,Normal,160000
769,70,9100,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,Hip,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1860,GasA,1836,0,0,1836,2,3,1,Gd,8,Typ,1,Attchd,484,TA,Y,0,NA,NA,NA,0,10,2006,WD,Normal,216837
770,47,53504,Pave,NA,AllPub,CulDSac,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,Hip,CompShg,CemntBd,603,Ex,TA,PConc,Gd,TA,1650,GasA,1690,1589,0,3279,3,4,1,Ex,12,Mod,1,BuiltIn,841,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,538000
771,NA,7252,Pave,NA,AllPub,CulDSac,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,Hip,CompShg,Wd Sdng,0,TA,TA,CBlock,Gd,TA,858,GasA,858,0,0,858,1,2,1,TA,5,Typ,0,Detchd,576,TA,Y,0,NA,NA,NA,0,4,2009,WD,Normal,134900
772,67,8877,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,Gable,CompShg,Wd Sdng,0,TA,TA,CBlock,Fa,Fa,836,GasA,1220,0,0,1220,1,2,1,TA,6,Typ,0,Detchd,396,TA,Y,0,NA,NA,NA,0,4,2006,COD,Normal,102000
773,94,7819,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,Gable,CompShg,Plywood,0,TA,TA,CBlock,TA,TA,1029,GasA,1117,0,0,1117,1,3,1,TA,6,Typ,1,Detchd,672,TA,Y,0,NA,MnPrv,NA,0,3,2010,WD,Abnorml,107000
774,70,10150,Pave,NA,AllPub,Inside,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,Gable,CompShg,Wd Sdng,1,TA,TA,CBlock,TA,TA,912,GasA,912,0,0,912,1,2,1,TA,5,Typ,0,Attchd,275,TA,Y,0,NA,NA,NA,0,7,2007,COD,Normal,114500
775,110,14226,Pave,NA,AllPub,Corner,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,375,Gd,TA,PConc,Gd,TA,1935,GasA,1973,0,0,1973,2,3,1,Gd,9,Typ,1,Attchd,895,TA,Y,0,NA,NA,NA,0,7,2007,New,Partial,395000
776,32,4500,Pave,NA,AllPub,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,Hip,CompShg,VinylSd,320,TA,TA,PConc,Ex,TA,1204,GasA,1204,0,0,1204,2,2,1,TA,5,Typ,0,Attchd,412,TA,Y,0,NA,NA,NA,0,6,2009,WD,Normal,162000
777,86,11210,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,240,Gd,TA,PConc,Gd,TA,1614,GasA,1614,0,0,1614,2,3,1,Gd,7,Typ,0,Attchd,865,TA,Y,0,NA,NA,NA,0,7,2006,New,Partial,221500
778,100,13350,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,Hip,CompShg,HdBoard,0,TA,TA,CBlock,TA,TA,864,GasA,894,0,0,894,1,3,1,TA,5,Typ,1,Attchd,440,TA,Y,0,NA,MnPrv,NA,0,6,2006,WD,Normal,142500
779,60,8400,Pave,NA,AllPub,Inside,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,Gable,CompShg,Plywood,320,TA,TA,Slab,NA,NA,0,GasA,2020,0,0,2020,2,4,2,TA,10,Typ,2,Detchd,630,TA,Y,0,NA,NA,NA,0,10,2007,WD,Normal,144000
780,78,10530,Pave,NA,AllPub,Inside,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,Gable,CompShg,Plywood,90,TA,TA,CBlock,Gd,TA,975,GasA,1004,0,0,1004,1,2,1,TA,4,Typ,0,Attchd,504,TA,Y,0,NA,NA,NA,0,5,2006,WD,Normal,135000
781,63,7875,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,Gable,CompShg,HdBoard,38,TA,TA,PConc,Gd,Gd,1237,GasA,1253,0,0,1253,2,3,1,TA,6,Typ,1,Attchd,402,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,176000
782,65,7153,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,Gable,CompShg,VinylSd,0,Gd,Gd,PConc,Gd,TA,761,GasA,810,793,0,1603,2,3,1,Gd,7,Typ,0,Attchd,484,TA,Y,0,NA,NA,NA,0,7,2006,WD,Normal,175900
783,67,16285,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1413,GasA,1430,0,0,1430,2,3,1,Gd,6,Typ,0,Attchd,605,TA,Y,0,NA,NA,NA,0,6,2009,WD,Normal,187100
784,NA,9101,Pave,NA,AllPub,Corner,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,Gable,CompShg,Plywood,104,TA,Gd,PConc,Gd,TA,1097,GasA,1110,0,0,1110,1,1,1,Gd,4,Typ,1,Attchd,602,TA,Y,0,NA,NA,NA,0,7,2009,WD,Normal,165500
785,35,6300,Pave,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,Gable,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,742,GasA,742,742,0,1484,2,3,1,TA,9,Typ,1,NA,0,NA,Y,0,NA,NA,NA,0,6,2008,WD,Normal,128000
786,NA,9790,Pave,NA,AllPub,Inside,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,Gable,CompShg,BrkFace,0,TA,TA,CBlock,TA,TA,1372,GasA,1342,0,0,1342,2,3,1,TA,7,Typ,1,Attchd,457,TA,Y,0,NA,NA,NA,0,9,2009,WD,Normal,161500
787,60,10800,Pave,NA,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,Gable,CompShg,MetalSd,0,TA,Gd,PConc,Fa,TA,686,GasA,966,686,0,1652,2,4,1,TA,7,Typ,0,Detchd,416,TA,Y,0,NA,NA,Shed,1200,6,2010,WD,Normal,139000
788,76,10142,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,956,GasA,956,1128,0,2084,2,4,1,Gd,8,Typ,0,BuiltIn,618,TA,Y,0,NA,NA,NA,0,1,2010,WD,Normal,233000
789,50,6000,Pave,NA,AllPub,Corner,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,901,GasA,901,0,0,901,1,2,1,TA,4,Typ,0,Detchd,281,TA,Y,0,NA,NA,NA,0,8,2008,WD,Normal,107900
790,NA,12205,Pave,NA,AllPub,Inside,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,Gable,CompShg,HdBoard,157,TA,TA,CBlock,TA,Fa,832,GasA,976,1111,0,2087,2,5,1,Gd,9,Typ,0,Attchd,444,TA,Y,0,NA,NA,NA,0,7,2007,WD,Normal,187500
791,43,3182,Pave,NA,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,11,Gd,TA,PConc,Gd,TA,1145,GasA,1145,0,0,1145,2,2,1,Gd,5,Typ,1,Attchd,397,TA,Y,0,NA,NA,NA,0,9,2009,WD,Normal,160200
792,NA,11333,Pave,NA,AllPub,Corner,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,Gable,CompShg,HdBoard,0,TA,TA,PConc,Gd,TA,1029,GasA,1062,0,0,1062,1,3,1,TA,5,Typ,2,Attchd,539,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,146800
793,92,9920,Pave,NA,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,Gable,CompShg,MetalSd,0,Gd,TA,PConc,Gd,TA,1117,GasA,1127,886,0,2013,2,3,1,TA,8,Typ,1,Attchd,455,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,269790
794,76,9158,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,CemntBd,140,Gd,TA,PConc,Gd,TA,1496,GasA,1496,0,0,1496,2,3,1,Gd,7,Typ,0,Attchd,474,TA,Y,0,NA,NA,NA,0,6,2007,New,Partial,225000
795,NA,10832,Pave,NA,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,Gable,CompShg,MetalSd,0,Gd,TA,PConc,Gd,TA,712,GasA,1086,809,0,1895,2,3,1,Gd,7,Typ,1,Attchd,409,TA,Y,0,NA,NA,Shed,500,10,2008,WD,Normal,194500
796,70,8400,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,Gable,CompShg,HdBoard,130,TA,TA,CBlock,Gd,TA,650,GasA,888,676,0,1564,2,3,1,TA,7,Typ,1,Attchd,476,TA,Y,0,NA,MnPrv,NA,0,4,2010,WD,Normal,171000
797,71,8197,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,Gable,CompShg,Plywood,148,TA,TA,CBlock,TA,TA,660,GasA,1285,0,0,1285,1,3,1,TA,7,Typ,1,Attchd,528,TA,Y,0,NA,MnPrv,NA,0,4,2007,WD,Normal,143500
798,57,7677,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,Gable,CompShg,VinylSd,0,TA,TA,CBlock,TA,TA,773,GasA,773,0,0,773,1,2,1,TA,4,Typ,0,Attchd,240,TA,Y,0,NA,NA,NA,0,4,2008,WD,Abnorml,110000
799,104,13518,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,Hip,CompShg,VinylSd,860,Ex,TA,PConc,Ex,TA,1926,GasA,1966,1174,0,3140,3,4,1,Ex,11,Typ,2,BuiltIn,820,TA,Y,0,NA,NA,NA,0,7,2009,New,Partial,485000
800,60,7200,Pave,NA,AllPub,Corner,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,Gable,CompShg,Wd Sdng,252,TA,TA,BrkTil,Gd,TA,731,GasA,981,787,0,1768,1,3,1,Gd,7,Typ,2,Detchd,240,TA,Y,0,NA,MnPrv,NA,0,6,2007,WD,Normal,175000
801,79,12798,Pave,NA,AllPub,Inside,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,616,GasA,616,1072,0,1688,2,4,1,Gd,8,Typ,0,Attchd,603,TA,Y,0,NA,NA,Shed,400,5,2008,WD,Normal,200000
802,40,4800,Pave,NA,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,1196,GasA,1196,0,0,1196,1,2,1,TA,5,Typ,0,Detchd,440,TA,Y,0,NA,NA,NA,0,7,2007,WD,Normal,109900
803,63,8199,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,WdShing,0,Gd,TA,PConc,Gd,TA,728,GasA,728,728,0,1456,2,3,1,Gd,7,Typ,1,Attchd,410,TA,Y,0,NA,NA,NA,0,10,2008,WD,Normal,189000
804,107,13891,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,Hip,CompShg,VinylSd,424,Ex,TA,PConc,Ex,TA,1734,GasA,1734,1088,0,2822,3,4,1,Ex,12,Typ,1,BuiltIn,1020,TA,Y,0,NA,NA,NA,0,1,2009,New,Partial,582933
805,75,9000,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,Gable,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,936,GasA,1128,0,0,1128,1,2,1,TA,5,Min1,0,Attchd,286,TA,Y,0,NA,GdWo,NA,0,6,2006,WD,Family,118000
806,91,12274,Pave,NA,AllPub,FR2,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,Gable,CompShg,VinylSd,256,Gd,TA,PConc,Gd,TA,1417,GasA,1428,0,0,1428,2,3,1,Ex,6,Typ,0,Attchd,554,TA,Y,0,NA,NA,NA,0,7,2008,New,Partial,227680
807,75,9750,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,Gable,CompShg,VinylSd,0,TA,TA,PConc,TA,TA,980,GasA,980,0,0,980,2,3,1,TA,6,Typ,0,Attchd,384,TA,Y,0,NA,NA,NA,0,10,2006,WD,Normal,135500
808,144,21384,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,Gable,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,1324,GasA,1072,504,0,1576,1,3,1,Gd,6,Typ,1,Attchd,528,TA,Y,0,NA,NA,NA,0,5,2009,WD,Normal,223500
809,85,13400,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,Gable,CompShg,VinylSd,1047,TA,TA,CBlock,TA,TA,1024,GasA,1086,0,0,1086,1,3,1,TA,6,Typ,1,Attchd,484,TA,Y,0,NA,GdWo,NA,0,6,2006,WD,Normal,159950
810,90,8100,Pave,NA,AllPub,Corner,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,Hip,CompShg,AsbShng,0,TA,TA,PConc,TA,TA,849,GasA,1075,1063,0,2138,2,2,3,TA,11,Typ,0,Detchd,360,Po,N,0,NA,MnPrv,NA,0,11,2009,WD,Normal,106000
811,78,10140,Pave,NA,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,Hip,CompShg,HdBoard,99,TA,TA,CBlock,TA,TA,1040,GasA,1309,0,0,1309,1,3,1,Gd,5,Typ,1,Attchd,484,TA,Y,648,Fa,GdPrv,NA,0,1,2006,WD,Normal,181000
812,NA,4438,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,Gable,CompShg,VinylSd,169,Gd,TA,PConc,Gd,TA,848,GasA,848,0,0,848,1,1,1,Gd,4,Typ,1,Attchd,420,TA,Y,0,NA,NA,NA,0,6,2008,ConLD,Normal,144500
